title,url,source_date,incident_type,date,location,victim_identity,description,severity,perpetrator_info,latitude,longitude
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988,https://www.npr.org/2020/05/12/854880018/australian-authorities-make-arrest-in-apparent-hate-crime-murder-of-gay-man-in-1,20200512T234500Z,murder,1988-XX-XX,not specified,gay,"Australian authorities have made an arrest in the apparent hate crime murder of a gay man that occurred in 1988. The case has been ongoing for over three decades, and the arrest brings hope for justice for the victim and their loved ones.",high,arrest made,,
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988,https://www.wesm913.org/post/australian-authorities-make-arrest-apparent-hate-crime-murder-gay-man-1988,20200512T234500Z,murder,1988-XX-XX,Sydney,gay,Australian authorities have made an arrest in the apparent hate crime murder of a gay man in 1988. The victim's identity has not been disclosed.,high,arrest made,-33.8698439,151.2082848
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988,https://wfuv.org/content/australian-authorities-make-arrest-apparent-hate-crime-murder-gay-man-1988,20200512T234500Z,murder,1988-XX-XX,Darlinghurst,gay,Australian authorities have made an arrest in the apparent hate crime murder of a gay man in 1988 in Darlinghurst. The victim's identity has not been disclosed.,high,arrest made,-33.8783381,151.219225
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988,https://www.wypr.org/post/australian-authorities-make-arrest-apparent-hate-crime-murder-gay-man-1988,20200512T234500Z,murder,1988-XX-XX,not specified,gay,"Australian authorities have made an arrest in the apparent hate crime murder of a gay man that occurred in 1988. The case has been ongoing for over three decades, and the arrest brings hope for justice for the victim and their loved ones.",high,arrest made,,
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988,https://www.kccu.org/post/australian-authorities-make-arrest-apparent-hate-crime-murder-gay-man-1988,20200512T233000Z,murder,1988-XX-XX,not specified,gay,"Australian authorities have made an arrest in the apparent hate crime murder of a gay man that occurred in 1988. The case has been ongoing for over three decades, and the arrest brings hope for justice for the victim and their loved ones.",high,arrest made,,
Australian Authorities Make Arrest In Apparent Hate Crime Murder Of Gay Man In 1988,https://knpr.org/npr/2020-05/australian-authorities-make-arrest-apparent-hate-crime-murder-gay-man-1988,20200512T233000Z,murder,1988-XX-XX,Sydney,gay,Australian authorities have made an arrest in the apparent hate crime murder of a gay man in 1988 in Sydney. The victim's identity has not been disclosed.,high,"arrest made, details undisclosed",-33.8698439,151.2082848
Australian arrested for homophobic killing of gay American after more than 30 years,https://www.telegraph.co.uk/news/2020/05/12/australian-arrested-homophobic-killing-gay-american-30-years/,20200512T230000Z,killing,,not specified,gay,Australian arrested for homophobic killing of gay American after more than 30 years,high,Australian individual,,
Arrest Made in 1988 Murder of Gay American Chased Off Sydney Cliff,https://www.advocate.com/crime/2020/5/12/arrest-made-1988-murder-gay-american-chased-sydney-cliff,20200512T230000Z,murder,1988-XX-XX,Sydney Cliff,gay,"Arrest made in the 1988 murder of Scott Johnson, a gay American who was chased off a cliff in Sydney. His death was initially ruled a suicide.",high,"Arrest made, details not specified",,
Arrest Made In 1988 Hate Crime Killing Of Gay American At Australian Cliff,https://www.huffpost.com/entry/arrest-scott-johnson-cliff-killing_n_5ebac4d4c5b63c0fa177cd63,20200512T220000Z,killing,1988-XX-XX,Australian Cliff,gay,Arrest made in the 1988 hate crime killing of a gay American at an Australian cliff.,high,Arrest made,,
Australian arrested for homophobic killing of gay American after more than 30 years,https://news.yahoo.com/australian-arrested-homophobic-killing-gay-195724565.html,20200512T211500Z,killing,,not specified,gay,An Australian man has been arrested for the homophobic killing of a gay American after more than 30 years. The incident highlights the ongoing issue of violence against the LGBTIQ+ community.,high,Australian man,,
Suspect arrested in 1988 cold - case death of American in Australia,https://www.adn.com/nation-world/2020/05/12/suspect-arrested-in-1988-cold-case-death-of-american-in-australia/,20200512T210000Z,assault,1988-XX-XX,Sydney,gay,"More than 30 years after Scott Johnson fell off a cliff in Sydney, a man has been charged with his death in an alleged gay hate crime.",high,Man charged with the death of Scott Johnson,,
Brother crusade ends with man being charged over cold case murder of Scott Johnson,https://www.abc.net.au/news/2020-05-13/scott-johnson-murder-man-charged-after-brothers-crusade/12238728,20200512T204500Z,murder,2020-05-13,"Manly, Sydney",gay,"A man was charged with the murder of Scott Johnson, who was believed to have been killed during a mysterious visit to the cliffs of Manly in Sydney 32 years ago.",high,Man charged with murder,,
Man charged with murder over death of gay man who fell from cliff more than 30 years ago,https://www.dailystar.co.uk/news/latest-news/man-charged-murder-over-death-22016965,20200512T203000Z,murder,,cliff (specific location not mentioned),gay,A man has been charged with murder over the death of a gay man who fell from a cliff more than 30 years ago. The incident is being investigated as a hate crime.,high,Man charged with murder,,
Australian charged for killing gay student 32 years ago,http://theshillongtimes.com/2020/05/13/australian-charged-for-killing-gay-student-32-years-ago/,20200512T201500Z,killing,,Australia,gay,Australian charged for killing gay student 32 years ago,high,Australian individual,,
Μία σύλληψη για δολοφονία γκέι φοιτητή το 1988 - Έγκλημα μίσους η « αυτοκτονία » ,https://www.lifo.gr/now/world/282063/mia-syllipsi-gia-dolofonia-gkei-foititi-to-1988-egklima-misoys-i-aytoktonia,20200512T201500Z,murder,1988-XX-XX,Sydney,gay,An Australian man was arrested for the murder of a gay American student in Sydney 32 years ago.,high,Australian man,,
Australian Police Make Arrest in 1988 Death of Gay American Man,https://www.australianherald.com/news/265047045/australian-police-make-arrest-in-1988-death-of-gay-american-man,20200512T190000Z,assault,1988-XX-XX,Sydney,gay,"Australian police have made an arrest in the 1988 death of a gay American man in Sydney. The victim was allegedly assaulted, leading to his death.",high,"Arrest made, details not specified",,
Man charged in 1988 alleged hate killing,https://taipeitimes.com/News/world/archives/2020/05/13/2003736327,20200512T183000Z,alleged hate killing,1988-XX-XX,not specified,unknown,Man charged in connection with an alleged hate killing that occurred in 1988.,high,Man charged,,
Man charged with 1988 murder of American in apparent gay hate crime,https://nypost.com/2020/05/12/man-charged-with-1988-murder-of-american-in-apparent-gay-hate-crime/,20200512T180000Z,murder,1988-XX-XX,not specified,gay,A man has been charged with the 1988 murder of an American in an apparent gay hate crime.,high,not specified,,
Police in Australia Arrest Scott Phillip White in 1988 Death of American Mathematician Scott Johnson,https://www.newser.com/story/290801/brothers-perseverance-helps-bring-arrest-in-1988-killing.html,20200512T174500Z,murder,1988-XX-XX,Sydney,gay,"An Australian man admitted to murdering American mathematician Scott Johnson, who fell to his death from a cliff in Sydney in 1988.",high,Scott Phillip White,,
Man charged in 1988 alleged hate killing,https://www.taipeitimes.com/News/world/archives/2020/05/13/2003736327,20200512T174500Z,alleged hate killing,1988-XX-XX,not specified,unknown,Man charged in connection with an alleged hate killing that occurred in 1988.,high,Man charged,,
Australian Police Make Arrest in 1988 Death of Gay American Man,https://www.australiannews.net/news/265047045/australian-police-make-arrest-in-1988-death-of-gay-american-man,20200512T173000Z,assault,1988-XX-XX,Sydney,gay,"Australian police have made an arrest in the 1988 death of a gay American man in Sydney. The victim was allegedly assaulted, leading to his death.",high,"Arrest made, details not specified",,
Police arrest suspect more than 30 years after American man death in Sydney,https://www.theglobeandmail.com/world/article-police-arrest-suspect-more-than-30-years-after-american-mans-death-in/,20200512T173000Z,assault,,Sydney,gay,A 49-year-old man was charged with Scott Johnson’s death in an apparent gay hate crime that police believe was one of many over several years.,high,,,
Suspect arrested in 30 year old apparent homophobic cold case death of American man in Sydney,https://www.independent.co.uk/news/world/americas/scott-johnson-sydeny-gay-hate-crime-cold-case-death-a9510546.html,20200512T170000Z,assault,2020-05-12,Sydney,gay,Suspect arrested in the 30-year-old apparent homophobic cold case death of American man Scott Johnson in Sydney. A 2018 inquest found that Johnson was killed in a homophobic attack.,high,Suspect arrested,-33.8698439,151.2082848
Australian Police Make Arrest in 1988 Death of Gay American Man,https://www.chinanationalnews.com/news/265047045/australian-police-make-arrest-in-1988-death-of-gay-american-man,20200512T163000Z,assault,1988-XX-XX,Sydney,gay,"Australian police have made an arrest in the 1988 death of a gay American man in Sydney. The victim was allegedly assaulted, leading to his death.",high,"Arrest made, details not specified",-33.8698439,151.2082848
Suspect arrested in 30 year old apparent homophobic cold case death of American man in Sydney,https://news.yahoo.com/suspect-arrested-30-old-apparent-143129818.html,20200512T163000Z,death,,Sydney,unknown,A suspect has been arrested in connection with the 30-year-old apparent homophobic cold case death of an American man in Sydney. The case is currently under investigation by authorities.,high,suspect arrested,-33.8698439,151.2082848
Suspect arrested in 1988 death of American man in Sydney in apparent gay hate crime,https://www.startribune.com/suspect-arrested-in-1988-death-of-american-man-in-sydney/570397022/,20200512T163000Z,assault,1988-XX-XX,Sydney,gay,"A suspect has been arrested in connection with the 1988 death of an American man in Sydney, which is believed to be an apparent gay hate crime.",high,Suspect arrested,-33.8698439,151.2082848
Man charged 32 years after gay student murdered in apparent hate crime,https://www.independent.co.uk/news/world/australasia/scott-johnson-murder-australia-us-gay-student-charge-a9510286.html,20200512T161500Z,murder,2020-05-12,Sydney,gay,"Scott Johnson, a gay student, was murdered in an apparent hate crime 32 years ago. Police believe his killing was just one of many targeted attacks over several decades.",high,Man charged after 32 years,-33.8698439,151.2082848
Aussie arrested after 32 years for killing gay student,http://www.navhindtimes.in/aussie-arrested-after-32-years-for-killing-gay-student/,20200512T160000Z,killing,,Sydney,gay,Aussie man arrested after 32 years for killing a gay student in Sydney.,high,,-33.8698439,151.2082848
Arrest made in cold case killing of gay American in Australia,https://www.nbcnews.com/feature/nbc-out/arrest-made-cold-case-killing-gay-american-australia-n1205121,20200512T151500Z,killing,,not specified,gay,Arrest made in cold case killing of gay American in Australia,high,not specified,,
Australian Police Make Arrest in 1988 Death of Gay American Man,https://www.sydneysun.com/news/265047045/australian-police-make-arrest-in-1988-death-of-gay-american-man,20200512T151500Z,assault,1988-XX-XX,Sydney,gay,"Australian police have made an arrest in the 1988 death of a gay American man in Sydney. The victim was allegedly assaulted, leading to his death.",high,"Arrest made, details not specified",-33.8698439,151.2082848
